Age_Ma,LT_reconstructed
-1.466000000000000227e+02,-1.060999531070935831e+02
-1.465800000000000125e+02,-1.058525657384826388e+02
-1.465600000000000023e+02,-1.056069548808903562e+02
-1.465400000000000205e+02,-1.053631795491620835e+02
-1.465200000000000102e+02,-1.051212987581421174e+02
-1.465000000000000000e+02,-1.048813715226757779e+02
-1.464800000000000182e+02,-1.046434568576083706e+02
-1.464600000000000080e+02,-1.044076137777842632e+02
-1.464399999999999977e+02,-1.041739012980487331e+02
-1.464200000000000159e+02,-1.039423784332470717e+02
-1.464000000000000057e+02,-1.037131041982237036e+02
-1.463800000000000239e+02,-1.034861376078241761e+02
-1.463600000000000136e+02,-1.032615376768928712e+02
-1.463400000000000034e+02,-1.030393634202750803e+02
-1.463200000000000216e+02,-1.028196738528161092e+02
-1.463000000000000114e+02,-1.026025279893602971e+02
-1.462800000000000011e+02,-1.023879848447530065e+02
-1.462600000000000193e+02,-1.021761034338394865e+02
-1.462400000000000091e+02,-1.019669427714641046e+02
-1.462199999999999989e+02,-1.017605618724721808e+02
-1.462000000000000171e+02,-1.015570197517089497e+02
-1.461800000000000068e+02,-1.013563754240188644e+02
-1.461600000000000250e+02,-1.011586879042474862e+02
-1.461400000000000148e+02,-1.009640162072391405e+02
-1.461200000000000045e+02,-1.007724193478392323e+02
-1.461000000000000227e+02,-1.005839563408929251e+02
-1.460800000000000125e+02,-1.003986862012447290e+02
-1.460600000000000023e+02,-1.002166679437398216e+02
-1.460400000000000205e+02,-1.000379605832235228e+02
-1.460200000000000102e+02,-9.986262313454027151e+01
-1.460000000000000000e+02,-9.969071461253530231e+01
-1.459800000000000182e+02,-9.952229403205387825e+01
-1.459600000000000080e+02,-9.935742040794046659e+01
-1.459399999999999977e+02,-9.919615275504030194e+01
-1.459200000000000159e+02,-9.903855008819860473e+01
-1.459000000000000057e+02,-9.888467142225991324e+01
-1.458800000000000239e+02,-9.873457577206964686e+01
-1.458600000000000136e+02,-9.858832215247237230e+01
-1.458400000000000034e+02,-9.844596957831330997e+01
-1.458200000000000216e+02,-9.830757706443759503e+01
-1.458000000000000114e+02,-9.817320362568982262e+01
-1.457800000000000011e+02,-9.804290827691519894e+01
-1.457600000000000193e+02,-9.791675003295893021e+01
-1.457400000000000091e+02,-9.779478790866556892e+01
-1.457199999999999989e+02,-9.767708091888033550e+01
-1.457000000000000171e+02,-9.756368807844832247e+01
-1.456800000000000068e+02,-9.745465141520851660e+01
-1.456600000000000250e+02,-9.734994500897747116e+01
-1.456400000000000148e+02,-9.724952595256547738e+01
-1.456200000000000045e+02,-9.715335133878316753e+01
-1.456000000000000227e+02,-9.706137826044127337e+01
-1.455800000000000125e+02,-9.697356381035002926e+01
-1.455600000000000023e+02,-9.688986508132020958e+01
-1.455400000000000205e+02,-9.681023916616236136e+01
-1.455200000000000102e+02,-9.673464315768686106e+01
-1.455000000000000000e+02,-9.666303414870439781e+01
-1.454800000000000182e+02,-9.659536923202554703e+01
-1.454600000000000080e+02,-9.653160550046072785e+01
-1.454399999999999977e+02,-9.647170004682051569e+01
-1.454200000000000159e+02,-9.641560996391558547e+01
-1.454000000000000057e+02,-9.636329234455629944e+01
