0.00	0
0.003	0
0.006	-10.07018
0.009	-37.63985
0.012	-80.35509
0.015	-114.70685
0.018	-129.57405
0.021	-125.95758
0.024	-119.71684
0.027	-113.09509
0.03	-91.62696
0.033	-86.99771
0.036	-78.35769
0.039	-78.12284
0.042	-72.19138
0.045	-69.08671
0.048	-64.55599
0.051	-59.60964
0.054	-54.68657
0.057	-69.17602
0.06	-83.73558
0.063	-85.16648
0.066	-68.82416
0.069	-64.8212
0.072	-54.02043
0.075	-40.54444
0.078	-36.14664
0.081	-22.36629
0.084	-40.88312
0.087	-43.818
0.09	-42.55527
0.093	-41.08478
0.096	-38.03709
0.099	-26.40847
0.102	-34.71745
0.105	-43.05675
0.108	-39.60518
0.111	-30.02263
0.114	-20.85337
0.117	-10.48935
0.12	-15.31545
0.123	-11.06967
0.126	-46.45587
0.129	-98.17449
0.132	-137.28666
0.135	-137.47435
0.138	-137.66094
0.141	-119.78474
0.144	-115.13597
0.147	-104.74175
0.15	-104.42788
0.153	-109.53298
0.156	-114.61205
0.159	-108.16204
0.162	-97.09253
0.165	-86.7531
0.168	-76.61874
0.171	-68.15603
0.174	-67.65087
0.177	-72.56844
0.18	-71.60184
0.183	-64.39172
0.186	-62.21436
0.189	-41.53983
0.192	-46.36795
0.195	-28.30365
0.198	-16.22634
0.201	-23.42822
0.204	-26.953
0.207	-28.49322
0.21	-26.26003
0.213	-28.26454
0.216	-32.01557
0.219	-61.75538
0.222	-71.0083
0.225	-65.84401
0.228	-55.79992
0.231	-49.6035
0.234	-41.62994
0.237	-19.5832
0.24	-49.30356
0.243	-79.19226
0.246	-93.61458
0.249	-84.56446
0.252	-77.24887
0.255	-78.67626
0.258	-73.4265
0.261	-69.31015
0.264	-74.97886
0.267	-75.64383
0.27	-80.21326
0.273	-70.23462
0.276	-69.78598
0.279	-60.81059
0.282	-49.73811
0.285	-41.30203
0.288	-42.14879
0.291	-51.89427
0.294	-46.03414
0.297	-65.33404
0.3	-57.74642
0.303	-46.81681
0.306	-51.67572
0.309	-33.86392
0.312	-31.18764
