1000	501.86801
999.8	500.914923
999.6	499.826478
999.4	498.60973
999.2	497.273216
999	495.825929
998.8	494.288294
998.6	492.651017
998.4	490.916434
998.2	489.086963
998	487.165874
997.8	485.15125
997.6	483.059616
997.4	480.901006
997.2	478.686055
997	476.425589
996.8	474.130971
996.6	471.811192
996.4	469.476655
996.2	467.137832
996	464.805193
995.8	462.489999
995.6	460.201124
995.4	457.948172
995.2	455.740418
995	453.586692
994.8	451.497225
994.6	449.477256
994.4	447.532583
994.2	445.668269
994	443.888945
993.8	442.194354
993.6	440.595364
993.4	439.098613
993.2	437.710639
993	436.437513
992.8	435.28867
992.6	434.262544
992.4	433.360803
992.2	432.584309
992	431.933306
991.8	431.406954
991.6	431.005898
991.4	430.729384
991.2	430.576326
991	430.54548
990.8	430.632498
990.6	430.840328
990.4	431.169641
990.2	431.621345
990	432.196246
989.8	432.89897
989.6	433.723413
989.4	434.666417
989.2	435.723959
989	436.891449
988.8	438.162122
988.6	439.533958
988.4	441.003404
988.2	442.56732
988	444.222975
987.8	445.966248
987.6	447.797274
987.4	449.714442
987.2	451.715845
987	453.799006
986.8	455.964462
986.6	458.202823
986.4	460.508058
986.2	462.873877
986	465.294031
985.8	467.759443
985.6	470.269092
985.4	472.81844
985.2	475.402662
985	478.01643
984.8	480.65496
984.6	483.309562
984.4	485.972855
984.2	488.637281
984	491.29518
983.8	493.938162
983.6	496.559391
983.4	499.150679
983.2	501.703127
983	504.206935
982.8	506.654134
982.6	509.029099
982.4	511.31825
982.2	513.507752
982	515.584008
981.8	517.527885
981.6	519.335806
981.4	520.998947
981.2	522.508845
981	523.85687
980.8	525.041398
980.6	526.041962
980.4	526.845238
980.2	527.438096
980	527.808324
979.8	527.939542
979.6	527.831265
979.4	527.479141
979.2	526.880759
979	526.03547
978.8	524.94713
978.6	523.614088
978.4	522.039375
978.2	520.22782
978	518.186211
977.8	515.920847
977.6	513.445974
977.4	510.775573
977.2	507.925299
977	504.911973
976.8	501.759037
976.6	498.476519
976.4	495.079847
976.2	491.58491
976	488.008627
975.8	484.359364
975.6	480.670939
975.4	476.968464
975.2	473.276911
975	469.619821
974.8	466.028061
974.6	462.505595
974.4	459.064416
974.2	455.71496
974	452.46689
973.8	449.325206
973.6	446.30641
973.4	443.421219
973.2	440.679638
973	438.090749
972.8	435.661356
972.6	433.399629
972.4	431.311561
972.2	429.401673
972	427.672893
971.8	426.129462
971.6	424.766945
971.4	423.583363
971.2	422.576312
971	421.743271
970.8	421.081022
970.6	420.588631
970.4	420.263789
970.2	420.103992
970	420.106552
969.8	420.266105
969.6	420.583057
969.4	421.055007
969.2	421.679041
969	422.451584
968.8	423.372152
968.6	424.430214
968.4	425.619518
968.2	426.93411
968	428.368524
967.8	429.91618
967.6	431.57553
967.4	433.342315
967.2	435.211925
967	437.179446
966.8	439.237345
966.6	441.383369
966.4	443.614101
966.2	445.92647
966	448.317422
965.8	450.788619
965.6	453.329256
965.4	455.932357
965.2	458.590325
965	461.295321
964.8	464.03582
964.6	466.809906
964.4	469.611996
964.2	472.436664
964	475.27847
963.8	478.131296
963.6	480.989569
963.4	483.847397
963.2	486.698468
963	489.535821
962.8	492.355898
962.6	495.144216
962.4	497.889625
962.2	500.580592
962	503.205626
961.8	505.749932
961.6	508.20847
961.4	510.572035
961.2	512.831212
961	514.976241
960.8	516.995387
960.6	518.879596
960.4	520.619902
960.2	522.208011
960	523.636128
959.8	524.904292
959.6	525.995246
959.4	526.897627
959.2	527.59987
959	528.090953
958.8	528.352045
958.6	528.387776
958.4	528.196774
958.2	527.780066
958	527.140624
957.8	526.287549
957.6	525.219567
957.4	523.941001
957.2	522.456951
957	520.773317
956.8	518.898948
956.6	516.838967
956.4	514.601324
956.2	512.195309
956	509.631869
